street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,missing
310 GROTH CIR,SACRAMENTO,95834,CA,4,2,1659,Residential,2008-05-19,328578,38.638764,-121.531827,False
6121 WILD FOX CT,ELK GROVE,95757,CA,3,3,2442,Residential,2008-05-19,331000,38.406758,-121.431669,False
29 COOL FOUNTAIN CT,SACRAMENTO,95833,CA,4,2,2155,Residential,2008-05-19,340000,38.606906,-121.54132,False
8909 BILLFISH WAY,SACRAMENTO,95828,CA,3,2,1810,Residential,2008-05-19,345746,38.475433,-121.372584,False
6232 GUS WAY,ELK GROVE,95757,CA,4,2,2789,Residential,2008-05-19,351000,38.388129,-121.43117,False
200 OAKWILDE ST,GALT,95632,CA,4,2,1606,Residential,2008-05-19,353767,38.2535,-121.31812,False
200 ALLAIRE CIR,SACRAMENTO,95835,CA,4,2,2166,Residential,2008-05-19,356035,38.68318,-121.53484,False
5479 NICKMAN WAY,SACRAMENTO,95835,CA,4,2,1871,Residential,2008-05-19,360552,38.672966,-121.502748,False
2103 BURBERRY WAY,SACRAMENTO,95835,CA,3,2,1800,Residential,2008-05-19,362305,38.67342,-121.508542,False
2450 SAN JOSE WAY,SACRAMENTO,95817,CA,3,1,1683,Residential,2008-05-19,365000,38.553596,-121.459483,False
2802 BLACK OAK DR,ROCKLIN,95765,CA,2,2,1596,Residential,2008-05-19,370000,38.837006,-121.232024,False
10112 LAMBEAU CT,ELK GROVE,95757,CA,3,2,1179,Residential,2008-05-19,378000,38.390328,-121.448022,False
3622 CURTIS DR,SACRAMENTO,95818,CA,3,1,1639,Residential,2008-05-19,388000,38.541735,-121.480098,False
11817 OPAL RIDGE WAY,RANCHO CORDOVA,95742,CA,5,3,3281,Residential,2008-05-19,395100,38.551083,-121.237476,False
170 LAGOMARSINO WAY,SACRAMENTO,95819,CA,3,2,1697,Residential,2008-05-19,400000,38.574894,-121.435806,False
3361 ALDER CANYON WAY,ANTELOPE,95843,CA,4,3,2085,Residential,2008-05-19,408431,38.727649,-121.385656,False
398 LINDLEY DR,SACRAMENTO,95815,CA,4,2,1744,Multi-Family,2008-05-19,416767,38.622359,-121.457582,False
169 BAURER CIR,FOLSOM,95630,CA,4,3,1939,Residential,2008-05-19,423000,38.66695,-121.120729,False
1315 KONDOS AVE,SACRAMENTO,95814,CA,2,3,1788,Residential,2008-05-19,427500,38.571943,-121.492106,False
4966 CHARTER RD,ROCKLIN,95765,CA,3,2,1691,Residential,2008-05-19,430922,38.82553,-121.254698,False
9516 LAGUNA LAKE WAY,ELK GROVE,95758,CA,4,2,2002,Residential,2008-05-19,445000,38.411258,-121.431348,False
5201 BLOSSOM RANCH DR,ELK GROVE,95757,CA,4,4,4303,Residential,2008-05-19,450000,38.399436,-121.444041,False
3027 PALMATE WAY,SACRAMENTO,95834,CA,5,3,4246,Residential,2008-05-19,452000,38.628955,-121.529269,False
500 WINCHESTER CT,ROSEVILLE,95661,CA,3,2,2274,Residential,2008-05-19,470000,38.73988,-121.248929,False
6935 ELM TREE LN,ORANGEVALE,95662,CA,4,4,3056,Residential,2008-05-19,475000,38.693041,-121.23294,False
9605 GOLF COURSE LN,ELK GROVE,95758,CA,3,3,2503,Residential,2008-05-19,484500,38.409689,-121.446059,False
100 CHELSEA CT,FOLSOM,95630,CA,3,2,1905,Residential,2008-05-19,500000,38.69435,-121.177259,False
1500 ORANGE HILL LN,PENRYN,95663,CA,3,2,1320,Residential,2008-05-19,506688,38.862708,-121.162092,False
2049 EMPIRE MINE CIR,GOLD RIVER,95670,CA,4,2,3037,Residential,2008-05-19,528000,38.629299,-121.249021,False
9360 MAGOS RD,WILTON,95693,CA,5,2,3741,Residential,2008-05-19,579093,38.416809,-121.240628,False
104 CATLIN CT,FOLSOM,95630,CA,4,3,2660,Residential,2008-05-19,636000,38.684459,-121.145935,False
4734 GIBBONS DR,CARMICHAEL,95608,CA,4,3,3357,Residential,2008-05-19,668365,38.63558,-121.353639,False
4629 DORCHESTER LN,GRANITE BAY,95746,CA,5,3,2896,Residential,2008-05-19,676200,38.723545,-121.216025,False
2400 COUNTRYSIDE DR,PLACERVILLE,95667,CA,3,2,2025,Residential,2008-05-19,677048,38.737452,-120.910963,False
12901 FURLONG DR,WILTON,95693,CA,5,3,3788,Residential,2008-05-19,691659,38.413535,-121.188211,False
6222 CALLE MONTALVO CIR,GRANITE BAY,95746,CA,5,3,3670,Residential,2008-05-19,760000,38.779435,-121.146676,False
8208 WOODYARD WAY,CITRUS HEIGHTS,95621,CA,3,2,1166,Residential,2008-05-16,30000,38.715322,-121.314787,False
15 LOORZ CT,SACRAMENTO,95823,CA,2,1,838,Residential,2008-05-16,55422,38.471646,-121.435158,False
5805 DOTMAR WAY,NORTH HIGHLANDS,95660,CA,2,1,904,Residential,2008-05-16,63000,38.672642,-121.380343,False
2332 CAMBRIDGE ST,SACRAMENTO,95815,CA,2,1,1032,Residential,2008-05-16,65000,38.608085,-121.449651,False
3812 BELDEN ST,SACRAMENTO,95838,CA,2,1,904,Residential,2008-05-16,65000,38.636833,-121.44164,False
3348 40TH ST,SACRAMENTO,95817,CA,2,1,1080,Residential,2008-05-16,65000,38.544162,-121.460652,False
127 QUASAR CIR,SACRAMENTO,95822,CA,2,2,990,Residential,2008-05-16,66500,38.493504,-121.475304,False
3812 CYPRESS ST,SACRAMENTO,95838,CA,2,1,900,Residential,2008-05-16,71000,38.636877,-121.444948,False
5821 64TH ST,SACRAMENTO,95824,CA,2,1,861,Residential,2008-05-16,75000,38.521202,-121.428146,False
8248 CENTER PKWY,SACRAMENTO,95823,CA,2,1,906,Condo,2008-05-16,77000,38.459002,-121.428794,False
1171 SONOMA AVE,SACRAMENTO,95815,CA,2,1,1011,Residential,2008-05-16,85000,38.6238,-121.439872,False
4250 ARDWELL WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,2008-05-16,95625,38.466938,-121.455631,False
3104 CLAY ST,SACRAMENTO,95815,CA,2,1,832,Residential,2008-05-16,96140,38.62391,-121.439208,False
6063 LAND PARK DR,SACRAMENTO,95822,CA,2,1,800,Condo,2008-05-16,104250,38.517029,-121.513809,False
4738 OAKHOLLOW DR,SACRAMENTO,95842,CA,4,2,1292,Residential,2008-05-16,105000,38.679598,-121.356035,False
1401 STERLING ST,SACRAMENTO,95822,CA,2,1,810,Residential,2008-05-16,108000,38.520319,-121.504727,False
3715 DIDCOT CIR,SACRAMENTO,95838,CA,4,2,1064,Residential,2008-05-16,109000,38.635232,-121.460098,False
2426 RASHAWN DR,RANCHO CORDOVA,95670,CA,2,1,911,Residential,2008-05-16,115000,38.610852,-121.273278,False
4800 WESTLAKE PKWY Unit 410,SACRAMENTO,95835,CA,1,1,846,Condo,2008-05-16,115000,38.658812,-121.542345,False
3409 VIRGO ST,SACRAMENTO,95827,CA,3,2,1320,Residential,2008-05-16,115500,38.563402,-121.327747,False
1110 PINEDALE AVE,SACRAMENTO,95838,CA,3,2,1410,Residential,2008-05-16,115620,38.660173,-121.440216,False
2361 LA LOMA DR,RANCHO CORDOVA,95670,CA,3,2,1115,Residential,2008-05-16,116000,38.59368,-121.316054,False
1455 64TH AVE,SACRAMENTO,95822,CA,3,2,1169,Residential,2008-05-16,122000,38.492177,-121.503392,False
7328 SPRINGMAN ST,SACRAMENTO,95822,CA,3,2,1164,Residential,2008-05-16,122500,38.491991,-121.477636,False
119 SAINT MARIE CIR,SACRAMENTO,95823,CA,4,2,1341,Residential,2008-05-16,123000,38.481454,-121.446644,False
12 COSTA BRASE CT,SACRAMENTO,95838,CA,3,2,1219,Residential,2008-05-16,124000,38.655554,-121.464275,False
6813 SCOTER WAY,SACRAMENTO,95842,CA,4,2,1127,Residential,2008-05-16,124000,38.69043,-121.361035,False
6548 GRAYLOCK LN,NORTH HIGHLANDS,95660,CA,3,2,1272,Residential,2008-05-16,124413,38.686061,-121.369949,False
1630 GLIDDEN AVE,SACRAMENTO,95822,CA,4,2,1253,Residential,2008-05-16,125000,38.482717,-121.499683,False
7825 DALEWOODS WAY,SACRAMENTO,95828,CA,3,2,1120,Residential,2008-05-16,130000,38.477297,-121.411513,False
4073 TRESLER AVE,NORTH HIGHLANDS,95660,CA,2,2,1118,Residential,2008-05-16,131750,38.659016,-121.370457,False
4288 DYMIC WAY,SACRAMENTO,95838,CA,4,3,1890,Residential,2008-05-16,137721,38.646541,-121.441139,False
1158 SAN IGNACIO WAY,SACRAMENTO,95833,CA,3,2,1260,Residential,2008-05-16,137760,38.623045,-121.486279,False
4904 J PKWY,SACRAMENTO,95823,CA,3,2,1400,Residential,2008-05-16,138000,38.487297,-121.44295,False
2931 HOWE AVE,SACRAMENTO,95821,CA,3,1,1264,Residential,2008-05-16,140000,38.619012,-121.415329,False
5531 JANSEN DR,SACRAMENTO,95824,CA,3,1,1060,Residential,2008-05-16,145000,38.522015,-121.438713,False
7836 ORCHARD WOODS CIR,SACRAMENTO,95828,CA,2,2,1132,Residential,2008-05-16,145000,38.47955,-121.410867,False
4055 DEERBROOK DR,SACRAMENTO,95823,CA,3,2,1466,Residential,2008-05-16,150000,38.472117,-121.459589,False
9937 BURLINE ST,SACRAMENTO,95827,CA,3,2,1092,Residential,2008-05-16,150000,38.559641,-121.32316,False
6948 MIRADOR WAY,SACRAMENTO,95828,CA,4,2,1628,Residential,2008-05-16,151000,38.493484,-121.42035,False
4909 RUGER CT,SACRAMENTO,95842,CA,3,2,960,Residential,2008-05-16,155000,38.68747,-121.349234,False
7204 KERSTEN ST,CITRUS HEIGHTS,95621,CA,3,2,1075,Residential,2008-05-16,155800,38.695863,-121.300814,False
3150 ROSEMONT DR,SACRAMENTO,95826,CA,3,2,1428,Residential,2008-05-16,156142,38.554927,-121.35521,False
8200 STEINBECK WAY,SACRAMENTO,95828,CA,4,2,1358,Residential,2008-05-16,158000,38.474854,-121.404726,False
8198 STEVENSON AVE,SACRAMENTO,95828,CA,6,4,2475,Multi-Family,2008-05-16,159900,38.465271,-121.40426,False
6824 OLIVE TREE WAY,CITRUS HEIGHTS,95610,CA,3,2,1410,Residential,2008-05-16,160000,38.689239,-121.267737,False
3536 SUN MAIDEN WAY,ANTELOPE,95843,CA,3,2,1711,Residential,2008-05-16,161500,38.70968,-121.382328,False
4517 OLYMPIAD WAY,SACRAMENTO,95826,CA,4,2,1483,Residential,2008-05-16,161600,38.536751,-121.359154,False
925 COBDEN CT,GALT,95632,CA,3,2,1140,Residential,2008-05-16,162000,38.282047,-121.295812,False
8225 SCOTTSDALE DR,SACRAMENTO,95828,CA,4,2,1549,Residential,2008-05-16,165000,38.487864,-121.402476,False
8758 LEMAS RD,SACRAMENTO,95828,CA,3,2,1410,Residential,2008-05-16,165000,38.467487,-121.377055,False
6121 ALPINESPRING WAY,ELK GROVE,95758,CA,3,2,1240,Residential,2008-05-16,167293,38.434075,-121.432623,False
5937 YORK GLEN WAY,SACRAMENTO,95842,CA,5,2,1712,Residential,2008-05-16,168000,38.677003,-121.354454,False
6417 SUNNYFIELD WAY,SACRAMENTO,95823,CA,4,2,1580,Residential,2008-05-16,168000,38.449153,-121.428272,False
4008 GREY LIVERY WAY,ANTELOPE,95843,CA,3,2,1669,Residential,2008-05-16,168750,38.71846,-121.370862,False
8920 ROSETTA CIR,SACRAMENTO,95826,CA,3,1,1029,Residential,2008-05-16,168750,38.544374,-121.370874,False
8300 LICHEN DR,CITRUS HEIGHTS,95621,CA,3,1,1103,Residential,2008-05-16,170000,38.71641,-121.306239,False
8884 AMBERJACK WAY,SACRAMENTO,95828,CA,3,2,2161,Residential,2008-05-16,170250,38.479343,-121.372553,False
4480 VALLEY HI DR,SACRAMENTO,95823,CA,3,2,1650,Residential,2008-05-16,173000,38.466781,-121.450955,False
2250 FOREBAY RD,POLLOCK PINES,95726,CA,3,1,1320,Residential,2008-05-16,175000,38.77491,-120.597599,False
3529 FABERGE WAY,SACRAMENTO,95826,CA,3,2,1200,Residential,2008-05-16,176095,38.553275,-121.346218,False
1792 DAWNELLE WAY,SACRAMENTO,95835,CA,3,2,1170,Residential,2008-05-16,176250,38.68271,-121.501697,False
7800 TABARE CT,CITRUS HEIGHTS,95621,CA,3,2,1199,Residential,2008-05-16,178000,38.70799,-121.302979,False
8531 HERMITAGE WAY,SACRAMENTO,95823,CA,4,2,1695,Residential,2008-05-16,179000,38.448452,-121.428536,False
2421 BERRYWOOD DR,RANCHO CORDOVA,95670,CA,3,2,1157,Residential,2008-05-16,180000,38.60868,-121.27849,False
1005 MORENO WAY,SACRAMENTO,95838,CA,3,2,1410,Residential,2008-05-16,180000,38.646206,-121.442767,False
1675 VERNON ST Unit 24,ROSEVILLE,95678,CA,3,2,1174,Residential,2008-05-16,180000,38.734136,-121.299639,False
24 WINDCHIME CT,SACRAMENTO,95823,CA,3,2,1593,Residential,2008-05-16,181000,38.44617,-121.427824,False
540 HARLING CT,RIO LINDA,95673,CA,3,2,1093,Residential,2008-05-16,182000,38.68279,-121.453509,False
1207 CRESCENDO DR,ROSEVILLE,95678,CA,3,2,1770,Residential,2008-05-16,182587,38.72446,-121.292829,False
7577 EDDYLEE WAY,SACRAMENTO,95822,CA,4,2,1436,Residential,2008-05-16,185074,38.48291,-121.491509,False
8369 FOPPIANO WAY,SACRAMENTO,95829,CA,3,2,1124,Residential,2008-05-16,185833,38.453839,-121.357919,False
8817 SAWTELLE WAY,SACRAMENTO,95826,CA,4,2,1139,Residential,2008-05-16,186785,38.565322,-121.374251,False
1910 BONAVISTA WAY,SACRAMENTO,95832,CA,3,2,1638,Residential,2008-05-16,187000,38.476048,-121.494961,False
8 TIDE CT,SACRAMENTO,95833,CA,3,2,1328,Residential,2008-05-16,188335,38.609864,-121.492304,False
8952 ROCKY CREEK CT,ELK GROVE,95758,CA,3,2,1273,Residential,2008-05-16,190000,38.431239,-121.44001,False
435 EXCHANGE ST,SACRAMENTO,95838,CA,3,1,1082,Residential,2008-05-16,190000,38.659434,-121.455236,False
10105 MONTE VALLO CT,SACRAMENTO,95827,CA,4,2,1578,Residential,2008-05-16,190000,38.573917,-121.316916,False
3930 ANNABELLE AVE,ROSEVILLE,95661,CA,2,1,796,Residential,2008-05-16,190000,38.727609,-121.226494,False
4854 TANGERINE AVE,SACRAMENTO,95823,CA,3,2,1386,Residential,2008-05-16,191250,38.478239,-121.446326,False
2909 SHAWN WAY,RANCHO CORDOVA,95670,CA,3,2,1452,Residential,2008-05-16,193000,38.589925,-121.299059,False
4290 BLACKFORD WAY,SACRAMENTO,95823,CA,3,2,1513,Residential,2008-05-16,193500,38.470494,-121.454162,False
7015 WOODSIDE DR,SACRAMENTO,95842,CA,4,2,1578,Residential,2008-05-16,195000,38.693071,-121.332365,False
6019 CHESHIRE WAY,CITRUS HEIGHTS,95610,CA,4,3,1736,Residential,2008-05-16,195000,38.676437,-121.279165,False
2561 VERNA WAY,SACRAMENTO,95821,CA,3,1,1473,Residential,2008-05-16,195000,38.611055,-121.369964,False
3522 22ND AVE,SACRAMENTO,95820,CA,3,1,1150,Residential,2008-05-16,198000,38.532725,-121.469078,False
2880 CANDIDO DR,SACRAMENTO,95833,CA,3,2,1127,Residential,2008-05-16,199900,38.618019,-121.510215,False
6908 PIN OAK CT,FAIR OAKS,95628,CA,3,1,1144,Residential,2008-05-16,200000,38.66424,-121.303675,False
5733 ANGELINA AVE,CARMICHAEL,95608,CA,3,1,972,Residential,2008-05-16,201000,38.622634,-121.330846,False
7849 BONNY DOWNS WAY,ELK GROVE,95758,CA,4,2,2306,Residential,2008-05-16,204918,38.42139,-121.411339,False
8716 LONGSPUR WAY,ANTELOPE,95843,CA,3,2,1479,Residential,2008-05-16,205000,38.724083,-121.3584,False
6320 EL DORADO ST,EL DORADO,95623,CA,2,1,1040,Residential,2008-05-16,205000,38.678758,-120.844118,False
2328 DOROTHY JUNE WAY,SACRAMENTO,95838,CA,3,2,1430,Residential,2008-05-16,205878,38.641727,-121.412703,False
1986 DANVERS WAY,SACRAMENTO,95832,CA,4,2,1800,Residential,2008-05-16,207000,38.47723,-121.492568,False
7901 GAZELLE TRAIL WAY,ANTELOPE,95843,CA,4,2,1953,Residential,2008-05-16,207744,38.71174,-121.342675,False
6080 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1120,Residential,2008-05-16,209000,38.681952,-121.505009,False
20 GROTH CIR,SACRAMENTO,95834,CA,3,2,1232,Residential,2008-05-16,210000,38.640807,-121.533522,False
1900 DANBROOK DR,SACRAMENTO,95835,AC,1,1,984,Condo,2008-05-16,210944,-121.503471,38.668433,False
8442 KEUSMAN ST,ELK GROVE,95758,CA,4,2,2329,Residential,2008-05-16,213750,38.449651,-121.414704,False
9552 SUNLIGHT LN,ELK GROVE,95758,CA,3,2,1351,Residential,2008-05-16,215000,38.410561,-121.404327,False
1407 TIFFANY CIR,ROSEVILLE,95661,CA,4,1,1376,Residential,2008-05-16,215000,38.736392,-121.2664,False
636 CRESTVIEW DR,DIAMOND SPRINGS,95619,CA,3,2,1300,Residential,2008-05-16,216033,38.688255,-120.810235,False
1528 HESKET WAY,SACRAMENTO,95825,CA,4,2,1566,Residential,2008-05-16,220000,38.593598,-121.403637,False
2327 32ND ST,SACRAMENTO,95817,CA,2,1,1115,Residential,2008-05-16,220000,38.557433,-121.47034,False
1833 2ND AVE,SACRAMENTO,95818,CA,2,1,1032,Residential,2008-05-16,220000,38.556818,-121.490669,False
7252 CARRIAGE DR,CITRUS HEIGHTS,95621,CA,4,2,1419,Residential,2008-05-16,220000,38.698058,-121.294893,False
9815 PASO FINO WAY,ELK GROVE,95757,CA,3,2,1261,Residential,2008-05-16,220000,38.404888,-121.443998,False
5532 ENGLE RD,CARMICHAEL,95608,CA,2,2,1637,Residential,2008-05-16,220702,38.63173,-121.335286,False
1139 CLINTON RD,SACRAMENTO,95825,CA,4,2,1776,Multi-Family,2008-05-16,221250,38.585291,-121.406824,False
9176 SAGE GLEN WAY,ELK GROVE,95758,CA,3,2,1338,Residential,2008-05-16,222000,38.423913,-121.439115,False
9264 BOULDER RIVER WAY,ELK GROVE,95624,CA,5,2,2254,Residential,2008-05-16,222750,38.421713,-121.345191,False
320 GROTH CIR,SACRAMENTO,95834,CA,3,2,1441,Residential,2008-05-16,225000,38.638882,-121.531883,False
137 GUNNISON AVE,SACRAMENTO,95838,CA,4,2,1991,Residential,2008-05-16,225000,38.650729,-121.466483,False
8209 RIVALLO WAY,SACRAMENTO,95829,CA,4,3,2126,Residential,2008-05-16,228750,38.459524,-121.3501,False
8637 PERIWINKLE CIR,ELK GROVE,95624,CA,3,2,1094,Residential,2008-05-16,229000,38.443184,-121.364388,False
3425 MEADOW WAY,ROCKLIN,95677,CA,3,2,1462,Residential,2008-05-16,230095,38.798028,-121.235364,False
107 JARVIS CIR,SACRAMENTO,95834,CA,5,3,2258,Residential,2008-05-16,232500,38.639891,-121.537603,False
2319 THORES ST,RANCHO CORDOVA,95670,CA,3,2,1074,Residential,2008-05-16,233000,38.59675,-121.312716,False
8935 MOUNTAIN HOME CT,ELK GROVE,95624,CA,4,2,2111,Residential,2008-05-16,233500,38.38751,-121.370276,False
2566 SERENATA WAY,SACRAMENTO,95835,CA,3,2,1686,Residential,2008-05-16,239000,38.671556,-121.520916,False
4085 COUNTRY DR,ANTELOPE,95843,CA,4,3,1915,Residential,2008-05-16,240000,38.706209,-121.369509,False
9297 TROUT WAY,ELK GROVE,95624,CA,4,2,2367,Residential,2008-05-16,240000,38.420637,-121.375798,False
7 ARCHIBALD CT,SACRAMENTO,95823,CA,3,2,1962,Residential,2008-05-16,240971,38.443305,-121.435296,False
11130 EEL RIVER CT,RANCHO CORDOVA,95670,CA,2,2,1406,Residential,2008-05-16,242000,38.625932,-121.271517,False
8323 REDBANK WAY,SACRAMENTO,95829,CA,3,2,1789,Residential,2008-05-16,243450,38.455753,-121.349273,False
16 BRONCO CREEK CT,SACRAMENTO,95835,CA,4,2,1876,Residential,2008-05-16,243500,38.674226,-121.525497,False
8316 NORTHAM DR,ANTELOPE,95843,CA,3,2,1235,Residential,2008-05-16,246544,38.720767,-121.376678,False
4240 WINJE DR,ANTELOPE,95843,CA,4,2,2504,Residential,2008-05-16,246750,38.70884,-121.359559,False
5118 ROBANDER ST,CARMICHAEL,95608,CA,3,2,1676,Residential,2008-05-16,247000,38.657267,-121.310352,False
5976 KYLENCH CT,CITRUS HEIGHTS,95621,CA,3,2,1367,Residential,2008-05-16,249000,38.708966,-121.32467,False
9247 DELAIR WAY,ELK GROVE,95758,CA,4,3,1899,Residential,2008-05-16,249000,38.422241,-121.458022,False
9054 DESCENDANT DR,ELK GROVE,95758,CA,3,2,1636,Residential,2008-05-16,250000,38.428852,-121.415628,False
3450 WHITNOR CT,SACRAMENTO,95821,CA,3,2,1828,Residential,2008-05-16,250000,38.627698,-121.369698,False
9355 MATADOR WAY,SACRAMENTO,95826,CA,4,2,1438,Residential,2008-05-16,252000,38.555633,-121.350691,False
8671 SUMMER SUN WAY,ELK GROVE,95624,CA,3,2,1451,Residential,2008-05-16,255000,38.442845,-121.373272,False
1890 GENEVA PL,SACRAMENTO,95825,CA,3,1,1520,Residential,2008-05-16,255000,38.599449,-121.400305,False
1813 AVENIDA MARTINA,ROSEVILLE,95747,CA,3,2,1506,Residential,2008-05-16,255000,38.776649,-121.339589,False
191 BARNHART CIR,SACRAMENTO,95835,CA,4,2,2605,Residential,2008-05-16,257200,38.675594,-121.515878,False
6221 GREEN TOP WAY,ORANGEVALE,95662,CA,3,2,1196,Residential,2008-05-16,260000,38.679409,-121.219107,False
2298 PRIMROSE LN,LINCOLN,95648,CA,3,2,1621,Residential,2008-05-16,260000,38.89918,-121.322514,False
5635 LOS PUEBLOS WAY,SACRAMENTO,95835,CA,3,2,1811,Residential,2008-05-16,263500,38.679191,-121.537622,False
10165 LOFTON WAY,ELK GROVE,95757,CA,3,2,1540,Residential,2008-05-16,266510,38.387708,-121.436522,False
9949 NESTLING CIR,ELK GROVE,95757,CA,3,2,1543,Residential,2008-05-16,275000,38.397455,-121.468391,False
2915 HOLDREGE WAY,SACRAMENTO,95835,CA,5,3,2494,Residential,2008-05-16,276000,38.663728,-121.525833,False
2678 BRIARTON DR,LINCOLN,95648,CA,3,2,1650,Residential,2008-05-16,276500,38.844116,-121.274806,False
294 SPARROW DR,GALT,95632,CA,4,3,2214,Residential,2008-05-16,278000,38.258976,-121.321266,False
2987 DIORITE WAY,SACRAMENTO,95835,CA,5,3,2280,Residential,2008-05-16,279000,38.667332,-121.528276,False
6326 APPIAN WAY,CARMICHAEL,95608,CA,3,2,1443,Residential,2008-05-16,280000,38.66266,-121.316858,False
6905 COBALT WAY,CITRUS HEIGHTS,95621,CA,4,2,1582,Residential,2008-05-16,280000,38.691393,-121.305215,False
8986 HAFLINGER WAY,ELK GROVE,95757,CA,3,2,1857,Residential,2008-05-16,285000,38.397923,-121.450219,False
2916 BABSON DR,ELK GROVE,95758,CA,3,2,1735,Residential,2008-05-16,288000,38.417191,-121.473897,False
10133 NEBBIOLO CT,ELK GROVE,95624,CA,4,3,2096,Residential,2008-05-16,289000,38.391085,-121.347231,False
1103 COMMONS DR,SACRAMENTO,95825,CA,3,2,1720,Residential,2008-05-16,290000,38.567865,-121.410699,False
4636 TEAL BAY CT,ANTELOPE,95843,CA,4,2,2160,Residential,2008-05-16,290000,38.704554,-121.354753,False
1524 YOUNGS AVE,SACRAMENTO,95838,CA,4,2,1382,Residential,2008-05-16,293996,38.644927,-121.43054,False
8463 TERRACOTTA CT,ELK GROVE,95624,CA,4,2,1721,Residential,2008-05-16,294173,38.450548,-121.363002,False
5747 KING RD,LOOMIS,95650,CA,4,2,1328,Residential,2008-05-16,295000,38.825096,-121.198432,False
9204 TROUT WAY,ELK GROVE,95624,CA,4,2,1982,Residential,2008-05-16,298000,38.422221,-121.375799,False
1828 2ND AVE,SACRAMENTO,95818,CA,2,1,1144,Residential,2008-05-16,299000,38.556844,-121.490769,False
1113 COMMONS DR,SACRAMENTO,95825,CA,2,2,1623,Residential,2008-05-16,300000,38.567795,-121.410703,False
2341 BIG STRIKE TRL,COOL,95614,CA,3,2,1457,Residential,2008-05-16,300000,38.905927,-120.975169,False
9452 RED SPRUCE WAY,ELK GROVE,95624,CA,6,3,2555,Residential,2008-05-16,300000,38.404505,-121.346938,False
5776 TERRACE DR,ROCKLIN,95765,CA,3,2,1577,Residential,2008-05-16,300567,38.800539,-121.260979,False
5908 MCLEAN DR,ELK GROVE,95757,CA,5,3,2592,Residential,2008-05-16,303000,38.38912,-121.434389,False
8215 PEREGRINE WAY,CITRUS HEIGHTS,95610,CA,3,2,1401,Residential,2008-05-16,305000,38.715493,-121.26293,False
2949 PANAMA AVE,CARMICHAEL,95608,CA,3,2,1502,Residential,2008-05-16,310000,38.618369,-121.326187,False
1356 HARTLEY WAY,FOLSOM,95630,CA,3,2,1327,Residential,2008-05-16,310000,38.651617,-121.131674,False
633 HANISCH DR,ROSEVILLE,95678,CA,4,3,1800,Residential,2008-05-16,310000,38.76349,-121.275881,False
63 ANGEL ISLAND CIR,SACRAMENTO,95831,CA,4,2,2169,Residential,2008-05-16,311518,38.490408,-121.547664,False
1571 WILD OAK LN,LINCOLN,95648,CA,5,3,2457,Residential,2008-05-16,312000,38.844144,-121.274174,False
5601 SPINDRIFT LN,ORANGEVALE,95662,CA,4,2,2004,Residential,2008-05-16,315000,38.668289,-121.192316,False
652 FIFTEEN MILE DR,ROSEVILLE,95678,CA,4,3,2212,Residential,2008-05-16,315000,38.775872,-121.298864,False
7921 DOE TRAIL WAY,ANTELOPE,95843,CA,5,3,3134,Residential,2008-05-16,315000,38.711927,-121.343608,False
4204 LUSK DR,SACRAMENTO,95864,CA,3,2,1360,Residential,2008-05-16,315000,38.606569,-121.368424,False
5608 ROSEDALE WAY,SACRAMENTO,95822,CA,3,2,1276,Residential,2008-05-16,320000,38.525115,-121.518689,False
3372 BERETANIA WAY,SACRAMENTO,95834,CA,4,3,2962,Residential,2008-05-16,322000,38.64977,-121.53448,False
2422 STEFANIE DR,ROCKLIN,95765,CA,4,2,1888,Residential,2008-05-16,325000,38.82273,-121.26424,False
1214 DAWNWOOD DR,GALT,95632,CA,3,2,1548,Residential,2008-05-16,328370,38.290119,-121.286023,False
3349 CORVINA DR,RANCHO CORDOVA,95670,CA,4,3,2109,Residential,2008-05-16,330000,38.580545,-121.279016,False
10254 JULIANA WAY,SACRAMENTO,95827,CA,4,2,2484,Residential,2008-05-16,331200,38.56803,-121.309966,False
149 OPUS CIR,SACRAMENTO,95834,CA,4,3,2258,Residential,2008-05-16,332000,38.6354,-121.53499,False
580 REGENCY PARK CIR,SACRAMENTO,95835,CA,3,3,2212,Residential,2008-05-16,334000,38.674864,-121.4958,False
5544 CAMAS CT,ORANGEVALE,95662,CA,3,2,1616,Residential,2008-05-16,335000,38.667703,-121.209456,False
5102 ARCHCREST WAY,SACRAMENTO,95835,CA,4,2,2372,Residential,2008-05-16,341000,38.66841,-121.494639,False
5725 BALFOR RD,ROCKLIN,95765,CA,5,3,2606,Residential,2008-05-16,346375,38.807816,-121.270008,False
4821 HUTSON WAY,ELK GROVE,95757,CA,5,3,2877,Residential,2008-05-16,349000,38.386239,-121.448159,False
4509 WINJE DR,ANTELOPE,95843,CA,3,2,2960,Residential,2008-05-16,350000,38.709513,-121.359357,False
6709 ROSE BRIDGE DR,ROSEVILLE,95678,CA,3,2,2172,Residential,2008-05-16,350000,38.792461,-121.275711,False
281 SPYGLASS HL,ROSEVILLE,95678,CA,3,2,2100,Condo,2008-05-16,350000,38.762153,-121.283451,False
7709 RIVER VILLAGE DR,SACRAMENTO,95831,CA,3,2,1795,Residential,2008-05-16,351000,38.483212,-121.54019,False
